Year,Month,Date Event Begin,Time Event Begin,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
2021,April,04/21/2021,20:31,04/21/2021,21:35,Minnesota: Dakota County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
2021,April,04/21/2021,13:13,04/21/2021,14:10,Texas: Travis County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2021,April,04/22/2021,16:43,04/22/2021,17:14,Wisconsin: Dane County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2021,April,04/22/2021,05:15,Unknown,Unknown,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,0,0
2021,April,04/24/2021,22:08,04/24/2021,23:41,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2021,April,04/24/2021,21:00,04/25/2021,10:43,Alabama: Calhoun County; Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,137,18860
2021,April,04/25/2021,08:20,Unknown,Unknown,Tennessee: Davidson County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2021,April,04/26/2021,11:18,04/26/2021,13:00,Maine: Kennebec County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2021,May,05/02/2021,19:58,05/02/2021,20:22,New Hampshire: Hillsborough County;,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. ,System Operations,0,0
2021,May,05/03/2021,11:21,05/03/2021,11:53,Oklahoma: Oklahoma County;,MRO,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more.",System Operations,0,0
2021,May,05/03/2021,07:52,05/03/2021,07:53,South Carolina: Cherokee County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2021,May,05/04/2021,15:45,05/05/2021,10:00,Arkansas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,104027
2021,May,05/04/2021,18:06,05/05/2021,17:48,Mississippi: Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,175,24457
2021,May,05/05/2021,11:50,05/08/2021,11:50,Michigan: Huron County;,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2021,May,05/06/2021,17:00,05/06/2021,17:15,Missouri: Jasper County;,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,0,0
2021,May,05/10/2021,02:28,05/10/2021,03:21,Pennsylvania:,RF,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more.",System Operations,0,0
2021,May,05/10/2021,12:17,05/10/2021,12:54,"Indiana: Vanderburgh County, Warrick County, Posey County, Daviess County, Gibson County, Knox County, Spencer County;",RF,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more.",System Operations,0,0
2021,May,05/11/2021,23:01,05/12/2021,08:29,Texas: Kinney County;,TRE,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2021,May,05/11/2021,09:32,05/11/2021,10:38,Wisconsin: Iowa:,MRO,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more.",System Operations,0,0
2021,May,05/14/2021,22:00,05/17/2021,06:00,Idaho:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2021,May,05/14/2021,08:30,05/14/2021,16:00,Pennsylvania: Montgomery County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2021,May,05/18/2021,23:25,05/19/2021,20:30,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,125000
2021,May,05/18/2021,12:15,05/18/2021,20:18,Delaware: New Castle County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2021,May,05/20/2021,10:06,05/20/2021,13:45,Florida: Brevard County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,35000
2021,May,05/20/2021,07:25,05/20/2021,07:26,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2021,May,05/24/2021,13:14,05/24/2021,13:15,Utah: San Juan County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2021,May,05/25/2021,12:56,05/25/2021,13:41,Ohio:,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. ,System Operations,0,0
2021,May,05/27/2021,18:51,05/28/2021,15:56,California: Nevada:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
2021,May,05/27/2021,00:05,05/27/2021,00:45,Oregon: Multnomah County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. ,System Operations,0,0
2021,May,05/28/2021,21:24,05/28/2021,21:25,Florida: Duval County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,1850,10000
2021,May,05/28/2021,20:00,05/28/2021,21:29,California: Riverside County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,0,655
2021,May,05/28/2021,22:13,05/28/2021,23:34,Minnesota: St. Louis County;,MRO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. ,System Operations,0,0
2021,June,06/06/2021,14:57,06/06/2021,16:00,Indiana: Clay County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,0
2021,June,06/07/2021,22:27,06/08/2021,00:33,Minnesota: North Dakota:,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,23,1
2021,June,06/07/2021,13:26,06/07/2021,13:27,"Texas: Somervell County, Ellis County;",TRE,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Generation Inadequacy,1435,0
2021,June,06/07/2021,15:19,06/07/2021,18:22,New Mexico: San Juan County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2021,June,06/08/2021,15:00,06/08/2021,15:01,Texas: Liberty County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2021,June,06/09/2021,19:09,06/09/2021,20:50,New Mexico: San Juan County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2021,June,06/10/2021,22:28,06/10/2021,23:07,Kansas: Wyandotte County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,90,9800
2021,June,06/11/2021,03:26,06/11/2021,03:48,South Dakota: Brown County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,0,0
2021,June,06/14/2021,12:55,06/18/2021,19:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,Unknown,Unknown
2021,June,06/14/2021,12:15,06/18/2021,19:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,Unknown,Unknown
2021,June,06/14/2021,02:10,06/14/2021,02:11,Utah: Salt Lake County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2021,June,06/15/2021,11:55,06/15/2021,21:17,Texas:,TRE,Cyber event that could potentially impact electric power system adequacy or reliability.,Cyber Event,Unknown,Unknown
2021,June,06/15/2021,11:30,06/15/2021,13:35,Kansas: Wyandotte County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2021,June,06/16/2021,10:40,06/16/2021,10:43,Louisiana: West Baton Rouge Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,7,1841
2021,June,06/16/2021,04:10,06/16/2021,06:39,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2021,June,06/16/2021,10:25,06/16/2021,15:16,Florida: Alachua County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2021,June,06/19/2021,18:54,06/19/2021,21:01,California: Alameda County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",System Operations,93,51806
2021,June,06/21/2021,15:50,06/21/2021,16:50,Arkansas: Benton County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2021,June,06/21/2021,05:14,06/21/2021,19:00,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,151852
2021,June,06/23/2021,15:47,06/23/2021,16:44,Missouri: Boone County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
